Insert(-212.56,Value0)
Insert(-901.68,Value24977)
Insert(-274.24,Value24978)
Insert(-517.68,Value24979)
Insert(-212.11,Value24980)
Insert(-37.07,Value24981)
Insert(-472.44,Value24982)
Insert(-802.35,Value24983)
Insert(473.44,Value24984)
Insert(745.14,Value24985)
Insert(-1112.87,Value24986)
Insert(-645.49,Value24987)
Insert(-201.72,Value24988)
Insert(-829.0,Value24989)
Insert(-343.65,Value24990)
Insert(466.2,Value24991)
Insert(1403.4,Value24992)
Insert(75.04,Value24993)
Insert(1053.9,Value24994)
Insert(1298.85,Value24995)
Insert(-1046.22,Value24996)
Insert(-964.96,Value24997)
Insert(37.86,Value24998)
Insert(635.7,Value24999)
Insert(1184.31,Value25000)
Insert(1151.53,Value25001)
Insert(-635.02,Value25002)
Insert(119.38,Value25003)
Insert(-938.55,Value25004)
Insert(-1174.36,Value25005)
Insert(63.13,Value25006)
Insert(1405.45,Value25007)
Insert(-297.51,Value25008)
Insert(-192.2,Value25009)
Insert(0.79,Value25010)
Insert(726.07,Value25011)
Insert(789.89,Value25012)
Insert(-997.39,Value25013)
Insert(-181.17,Value25014)
Insert(-305.92,Value25015)
Insert(-600.71,Value25016)
Insert(66.03,Value25017)
Insert(334.95,Value25018)
Insert(-1303.84,Value25019)
Insert(-86.38,Value25020)
Insert(-179.88,Value25021)
Insert(112.48,Value25022)
Insert(-1111.92,Value25023)
Insert(-1021.87,Value25024)
Insert(43.21,Value25025)
Insert(-100.49,Value25026)
Insert(1029.84,Value25027)
Insert(1213.45,Value25028)
Insert(547.14,Value25029)
Insert(23.42,Value25030)
Insert(913.27,Value25031)
Insert(1192.68,Value25032)
Insert(-842.48,Value25033)
Insert(1343.76,Value25034)
Insert(-868.82,Value25035)
Insert(160.92,Value25036)
Insert(164.98,Value25037)
Insert(-192.32,Value25038)
Insert(-636.78,Value25039)
Insert(-121.15,Value25040)
Insert(-1029.86,Value25041)
Insert(1037.27,Value25042)
Insert(-1269.72,Value25043)
Insert(478.75,Value25044)
Insert(994.68,Value25045)
Insert(-94.43,Value25046)
Insert(872.39,Value25047)
Insert(456.21,Value25048)
Insert(400.91,Value25049)
Insert(-833.63,Value25050)
Insert(1264.82,Value25051)
Insert(262.39,Value25052)
Insert(-650.19,Value25053)
Insert(-1194.24,Value25054)
Insert(1282.09,Value25055)
Insert(-679.66,Value25056)
Insert(-1391.7,Value25057)
Insert(1178.61,Value25058)
Insert(-671.42,Value25059)
Insert(1040.55,Value25060)
Insert(-917.44,Value25061)
Insert(-7.86,Value25062)
Insert(-83.79,Value25063)
Insert(800.24,Value25064)
Insert(1496.16,Value25065)
Insert(273.21,Value25066)
Insert(747.87,Value25067)
Insert(-1400.3,Value25068)
Insert(1379.07,Value25069)
Insert(259.5,Value25070)
Insert(352.1,Value25071)
Insert(463.86,Value25072)
Insert(-410.72,Value25073)
Insert(1379.33,Value25074)
Insert(690.1,Value25075)
Insert(1344.25,Value25076)
Insert(-974.33,Value25077)
Insert(706.87,Value25078)
Insert(-671.32,Value25079)
Insert(363.73,Value25080)
Insert(-1469.07,Value25081)
Insert(777.55,Value25082)
Insert(-844.86,Value25083)
Insert(78.08,Value25084)
Insert(893.37,Value25085)
Insert(-143.85,Value25086)
Insert(-1336.38,Value25087)
Insert(-1374.51,Value25088)
Insert(925.1,Value25089)
Insert(-820.17,Value25090)
Insert(-495.72,Value25091)
Insert(1130.01,Value25092)
Insert(838.06,Value25093)
Insert(705.85,Value25094)
Insert(1229.37,Value25095)
Insert(-777.12,Value25096)
Insert(213.52,Value25097)
Insert(1178.71,Value25098)
Insert(930.59,Value25099)
Insert(-619.06,Value25100)
Insert(25.2,Value25101)
Insert(-255.92,Value25102)
Insert(-945.5,Value25103)
Insert(-1331.78,Value25104)
Insert(91.95,Value25105)
Insert(50.4,Value25106)
Insert(-1007.96,Value25107)
Insert(584.62,Value25108)
Insert(684.55,Value25109)
Insert(-1458.23,Value25110)
Insert(836.68,Value25111)
Insert(-987.75,Value25112)
Insert(-643.65,Value25113)
Insert(1338.33,Value25114)
Insert(306.86,Value25115)
Insert(-1424.55,Value25116)
Insert(-1112.98,Value25117)
Insert(188.38,Value25118)
Insert(4.47,Value25119)
Insert(-1285.77,Value25120)
Insert(-1146.15,Value25121)
Insert(-852.83,Value25122)
Insert(1063.74,Value25123)
Insert(1077.06,Value25124)
Insert(1208.07,Value25125)
Insert(511.69,Value25126)
Insert(-37.83,Value25127)
Insert(500.6,Value25128)
Insert(478.61,Value25129)
Insert(-158.12,Value25130)
Insert(-1332.11,Value25131)
Insert(-103.25,Value25132)
Insert(249.01,Value25133)
Insert(-43.87,Value25134)
Insert(-1160.86,Value25135)
Insert(143.36,Value25136)
Insert(-1324.74,Value25137)
Insert(-1326.44,Value25138)
Insert(-997.4,Value25139)
Insert(-398.44,Value25140)
Insert(-34.4,Value25141)
Insert(482.83,Value25142)
Insert(329.42,Value25143)
Insert(101.58,Value25144)
Insert(1341.31,Value25145)
Insert(-1274.83,Value25146)
Insert(182.66,Value25147)
Insert(-1383.1,Value25148)
Insert(1131.57,Value25149)
Insert(657.76,Value25150)
Insert(-1088.29,Value25151)
Insert(331.85,Value25152)
Insert(1340.67,Value25153)
Insert(-856.29,Value25154)
Insert(128.46,Value25155)
Insert(-467.91,Value25156)
Insert(1395.9,Value25157)
Insert(-338.89,Value25158)
Insert(-580.77,Value25159)
Insert(1188.12,Value25160)
Insert(809.28,Value25161)
Insert(-796.69,Value25162)
Insert(421.27,Value25163)
Insert(390.91,Value25164)
Insert(1274.0,Value25165)
Insert(-1401.19,Value25166)
Insert(-559.66,Value25167)
Insert(722.94,Value25168)
Insert(896.28,Value25169)
Insert(-1471.65,Value25170)
Insert(-1079.78,Value25171)
Insert(-1167.02,Value25172)
Insert(850.79,Value25173)
Insert(445.31,Value25174)
Insert(-657.26,Value25175)
Insert(1024.99,Value25176)
Insert(-604.67,Value25177)
Insert(-424.93,Value25178)
Insert(-1227.14,Value25179)
Insert(956.29,Value25180)
Insert(1102.66,Value25181)
Insert(1147.35,Value25182)
Insert(-1367.64,Value25183)
Insert(-600.5,Value25184)
Insert(-959.3,Value25185)
Insert(-839.79,Value25186)
Insert(1137.98,Value25187)
Insert(-473.01,Value25188)
Insert(97.42,Value25189)
Insert(-241.11,Value25190)
Insert(-497.17,Value25191)
Insert(-145.55,Value25192)
Insert(-1454.69,Value25193)
Insert(-802.21,Value25194)
Insert(-19.59,Value25195)
Insert(1253.59,Value25196)
Insert(-891.28,Value25197)
Insert(-849.36,Value25198)
Insert(758.39,Value25199)
Insert(-633.58,Value25200)
Insert(1137.62,Value25201)
Insert(162.12,Value25202)
Insert(-1243.77,Value25203)
Insert(1135.24,Value25204)
Insert(-464.26,Value25205)
Insert(150.69,Value25206)
Insert(936.82,Value25207)
Insert(267.59,Value25208)
Insert(1141.11,Value25209)
Insert(-128.68,Value25210)
Insert(354.12,Value25211)
Insert(790.89,Value25212)
Insert(1476.1,Value25213)
Insert(-10.02,Value25214)
Insert(-250.38,Value25215)
Insert(-692.47,Value25216)
Insert(-609.89,Value25217)
Insert(965.15,Value25218)
Insert(-1277.26,Value25219)
Insert(-1402.88,Value25220)
Insert(170.12,Value25221)
Insert(988.14,Value25222)
Insert(-1488.55,Value25223)
Insert(254.43,Value25224)
Insert(600.65,Value25225)
Insert(796.31,Value25226)
Insert(974.7,Value25227)
Insert(-307.41,Value25228)
Insert(631.22,Value25229)
Insert(-476.05,Value25230)
Insert(909.24,Value25231)
Insert(124.99,Value25232)
Insert(-161.77,Value25233)
Insert(920.39,Value25234)
Insert(678.54,Value25235)
Insert(-1027.1,Value25236)
Insert(-365.72,Value25237)
Insert(833.17,Value25238)
Insert(-1316.31,Value25239)
Insert(1363.01,Value25240)
Insert(-798.48,Value25241)
Insert(775.04,Value25242)
Insert(977.89,Value25243)
Insert(-133.03,Value25244)
Insert(-11.78,Value25245)
Insert(32.28,Value25246)
Insert(-187.45,Value25247)
Insert(-1198.53,Value25248)
Insert(1199.43,Value25249)
Insert(-847.17,Value25250)
Insert(-479.08,Value25251)
Insert(602.56,Value25252)
Insert(1332.79,Value25253)
Insert(766.94,Value25254)
Insert(655.11,Value25255)
Insert(-1240.82,Value25256)
Insert(201.44,Value25257)
Insert(-711.69,Value25258)
Insert(750.0,Value25259)
Insert(-803.84,Value25260)
Insert(428.18,Value25261)
Insert(-202.82,Value25262)
Insert(838.62,Value25263)
Insert(815.5,Value25264)
Insert(564.75,Value25265)
Insert(-810.85,Value25266)
Insert(-1291.85,Value25267)
Insert(-1071.06,Value25268)
Insert(889.51,Value25269)
Insert(733.17,Value25270)
Insert(958.83,Value25271)
Insert(-1266.06,Value25272)
Insert(-731.66,Value25273)
Insert(-327.95,Value25274)
Insert(252.02,Value25275)
Insert(-876.25,Value25276)
Insert(-1253.37,Value25277)
Insert(37.77,Value25278)
Insert(1437.27,Value25279)
Insert(474.49,Value25280)
Insert(612.46,Value25281)
Insert(-1095.14,Value25282)
Insert(1028.57,Value25283)
Insert(121.91,Value25284)
Insert(967.0,Value25285)
Insert(-1292.62,Value25286)
Insert(-2.64,Value25287)
Insert(-1383.43,Value25288)
Insert(384.67,Value25289)
Insert(1286.73,Value25290)
Insert(1023.62,Value25291)
Insert(-882.5,Value25292)
Insert(-710.26,Value25293)
Insert(-120.36,Value25294)
Insert(1052.04,Value25295)
Insert(-1284.16,Value25296)
Insert(480.38,Value25297)
Insert(143.27,Value25298)
Insert(-165.79,Value25299)
Insert(-567.96,Value25300)
Insert(-282.4,Value25301)
Insert(-664.08,Value25302)
Insert(1448.18,Value25303)
Insert(-1167.15,Value25304)
Insert(-121.22,Value25305)
Insert(-255.58,Value25306)
Insert(1369.1,Value25307)
Insert(-857.53,Value25308)
Insert(449.64,Value25309)
Insert(-658.64,Value25310)
Insert(-1182.15,Value25311)
Insert(1014.42,Value25312)
Insert(-1225.93,Value25313)
Insert(-1248.54,Value25314)
Insert(-1302.52,Value25315)
Insert(-852.71,Value25316)
Insert(1002.12,Value25317)
Insert(30.06,Value25318)
Insert(-402.85,Value25319)
Insert(387.47,Value25320)
Insert(-456.74,Value25321)
Insert(-749.23,Value25322)
Insert(-985.03,Value25323)
Insert(-664.73,Value25324)
Insert(775.64,Value25325)
Insert(596.75,Value25326)
Insert(1302.24,Value25327)
Insert(1480.51,Value25328)
Insert(-1105.22,Value25329)
Insert(285.59,Value25330)
Insert(-202.53,Value25331)
Insert(1247.49,Value25332)
Insert(-277.4,Value25333)
Insert(952.35,Value25334)
Insert(1067.71,Value25335)
Insert(1071.86,Value25336)
Insert(1371.55,Value25337)
Insert(-358.45,Value25338)
Insert(484.66,Value25339)
Insert(-362.88,Value25340)
Insert(-1251.5,Value25341)
Insert(-462.95,Value25342)
Insert(-1353.06,Value25343)
Insert(-1300.78,Value25344)
Insert(645.59,Value25345)
Insert(705.76,Value25346)
Insert(-580.4,Value25347)
Insert(-578.4,Value25348)
Insert(-1105.48,Value25349)
Insert(597.16,Value25350)
Insert(-381.87,Value25351)
Insert(-1453.21,Value25352)
Insert(-421.93,Value25353)
Insert(1085.64,Value25354)
Insert(-171.42,Value25355)
Insert(-336.63,Value25356)
Insert(-1171.15,Value25357)
Insert(577.83,Value25358)
Insert(1395.85,Value25359)
Insert(314.28,Value25360)
Insert(-953.3,Value25361)
Insert(-1469.88,Value25362)
Insert(794.54,Value25363)
Insert(120.35,Value25364)
Insert(-577.14,Value25365)
Insert(-1228.93,Value25366)
Insert(730.69,Value25367)
Insert(173.52,Value25368)
Insert(39.78,Value25369)
Insert(44.94,Value25370)
Insert(1348.19,Value25371)
Insert(1197.04,Value25372)
Insert(-280.2,Value25373)
Insert(225.01,Value25374)
Insert(-1219.68,Value25375)
Insert(-354.59,Value25376)
Insert(585.13,Value25377)
Insert(-660.59,Value25378)
Insert(-944.53,Value25379)
Insert(-358.71,Value25380)
Insert(-930.98,Value25381)
Insert(834.79,Value25382)
Insert(421.96,Value25383)
Insert(-967.55,Value25384)
Insert(1473.33,Value25385)
Insert(-1199.81,Value25386)
Insert(314.4,Value25387)
Insert(170.53,Value25388)
Insert(-1242.86,Value25389)
Insert(-811.16,Value25390)
Insert(522.98,Value25391)
Insert(-1089.73,Value25392)
Insert(983.61,Value25393)
Insert(297.36,Value25394)
Insert(331.89,Value25395)
Insert(603.8,Value25396)
Insert(-787.75,Value25397)
Insert(1384.16,Value25398)
Insert(-667.6,Value25399)
Insert(1157.82,Value25400)
Insert(361.46,Value25401)
Insert(1282.61,Value25402)
Insert(1317.68,Value25403)
Insert(448.07,Value25404)
Insert(-804.87,Value25405)
Insert(-1144.37,Value25406)
Insert(591.32,Value25407)
Insert(-1398.41,Value25408)
Insert(1121.8,Value25409)
Insert(-235.05,Value25410)
Insert(609.12,Value25411)
Insert(1115.2,Value25412)
Insert(-1238.71,Value25413)
Insert(137.69,Value25414)
Insert(-76.79,Value25415)
Insert(482.01,Value25416)
Insert(41.73,Value25417)
Insert(-1019.4,Value25418)
Insert(-740.7,Value25419)
Insert(-1088.86,Value25420)
Insert(-115.63,Value25421)
Insert(72.01,Value25422)
Insert(1063.09,Value25423)
Insert(1236.57,Value25424)
Insert(793.31,Value25425)
Insert(18.41,Value25426)
Insert(62.29,Value25427)
Insert(-1242.69,Value25428)
Insert(99.05,Value25429)
Insert(-572.33,Value25430)
Insert(-630.22,Value25431)
Insert(1406.51,Value25432)
Insert(-605.65,Value25433)
Insert(1469.46,Value25434)
Insert(614.78,Value25435)
Insert(-417.12,Value25436)
Insert(-1335.51,Value25437)
Insert(-1391.78,Value25438)
Insert(660.76,Value25439)
Insert(173.33,Value25440)
Insert(-691.86,Value25441)
Insert(-709.79,Value25442)
Insert(-1292.01,Value25443)
Insert(-547.71,Value25444)
Insert(-323.07,Value25445)
Insert(1211.71,Value25446)
Insert(-232.22,Value25447)
Insert(-319.79,Value25448)
Insert(17.16,Value25449)
Insert(-1056.81,Value25450)
Insert(740.8,Value25451)
Insert(303.68,Value25452)
Insert(-1329.67,Value25453)
Insert(65.84,Value25454)
Insert(1244.94,Value25455)
Insert(-1062.05,Value25456)
Insert(-555.78,Value25457)
Insert(70.32,Value25458)
Insert(322.41,Value25459)
Insert(-745.97,Value25460)
Insert(302.4,Value25461)
Insert(449.51,Value25462)
Insert(-413.06,Value25463)
Insert(-405.08,Value25464)
Insert(327.03,Value25465)
Insert(526.77,Value25466)
Insert(-1199.07,Value25467)
Insert(734.1,Value25468)
Insert(717.53,Value25469)
Insert(-703.87,Value25470)
Insert(-14.56,Value25471)
Insert(993.12,Value25472)
Insert(762.15,Value25473)
Insert(1150.66,Value25474)
Insert(-1352.89,Value25475)
Insert(950.6,Value25476)
Insert(-1499.5,Value25477)
Insert(998.52,Value25478)
Insert(-1195.74,Value25479)
Insert(-968.91,Value25480)
Insert(1158.47,Value25481)
Insert(-699.67,Value25482)
Insert(167.84,Value25483)
Insert(-1352.97,Value25484)
Insert(1029.94,Value25485)
Insert(-760.11,Value25486)
Insert(-1335.45,Value25487)
Insert(-1277.33,Value25488)
Insert(1064.23,Value25489)
Insert(772.96,Value25490)
Insert(273.37,Value25491)
Insert(197.97,Value25492)
Insert(-1283.14,Value25493)
Insert(-233.52,Value25494)
Insert(-101.09,Value25495)
Insert(91.42,Value25496)
Insert(-1434.02,Value25497)
Insert(1152.59,Value25498)
Insert(45.63,Value25499)
Insert(1076.38,Value25500)
Insert(1346.44,Value25501)
Insert(1264.17,Value25502)
Insert(-1478.76,Value25503)
Insert(-1030.32,Value25504)
Insert(-541.38,Value25505)
Insert(479.64,Value25506)
Insert(404.5,Value25507)
Insert(-512.16,Value25508)
Insert(582.57,Value25509)
Insert(-1472.45,Value25510)
Insert(-1161.8,Value25511)
Insert(-583.1,Value25512)
Insert(-689.57,Value25513)
Insert(-1316.16,Value25514)
Insert(-1158.29,Value25515)
Insert(-1139.34,Value25516)
Insert(1156.3,Value25517)
Insert(426.01,Value25518)
Insert(-920.28,Value25519)
Insert(447.7,Value25520)
Insert(1193.25,Value25521)
Insert(-281.57,Value25522)
Insert(-1226.13,Value25523)
Insert(-459.18,Value25524)
Insert(-1198.65,Value25525)
Insert(-624.7,Value25526)
Insert(-321.57,Value25527)
Insert(1036.51,Value25528)
Insert(-601.05,Value25529)
Insert(-74.87,Value25530)
Insert(336.9,Value25531)
Insert(-1118.92,Value25532)
Insert(871.07,Value25533)
Insert(382.36,Value25534)
Insert(614.7,Value25535)
Insert(87.69,Value25536)
Insert(371.5,Value25537)
Insert(842.95,Value25538)
Insert(-1203.2,Value25539)
Insert(-1125.02,Value25540)
Insert(-370.26,Value25541)
Insert(960.62,Value25542)
Insert(-534.85,Value25543)
Insert(-643.79,Value25544)
Insert(915.26,Value25545)
Insert(-21.05,Value25546)
Insert(341.11,Value25547)
Insert(90.84,Value25548)
Insert(-74.8,Value25549)
Insert(-1388.56,Value25550)
Insert(1213.25,Value25551)
Insert(402.43,Value25552)
Insert(643.06,Value25553)
Insert(488.48,Value25554)
Insert(-138.51,Value25555)
Insert(-885.44,Value25556)
Insert(856.88,Value25557)
Insert(-621.63,Value25558)
Insert(-47.39,Value25559)
Insert(430.59,Value25560)
Insert(-1345.37,Value25561)
Insert(750.79,Value25562)
Insert(-914.53,Value25563)
Insert(-495.03,Value25564)
Insert(-23.48,Value25565)
Insert(163.19,Value25566)
Insert(-598.25,Value25567)
Insert(560.74,Value25568)
Insert(-1069.13,Value25569)
Insert(802.15,Value25570)
Insert(-1063.18,Value25571)
Insert(-1137.9,Value25572)
Insert(189.44,Value25573)
Insert(1201.92,Value25574)
Insert(539.5,Value25575)
Insert(829.34,Value25576)
Insert(-1437.8,Value25577)
Insert(-199.61,Value25578)
Insert(-133.21,Value25579)
Insert(-433.07,Value25580)
Insert(-589.89,Value25581)
Insert(-289.06,Value25582)
Insert(-156.69,Value25583)
Insert(808.55,Value25584)
Insert(898.24,Value25585)
Insert(-1200.36,Value25586)
Insert(525.73,Value25587)
Insert(-1486.62,Value25588)
Insert(1075.02,Value25589)
Insert(-789.71,Value25590)
Insert(1378.92,Value25591)
Insert(508.82,Value25592)
Insert(1136.99,Value25593)
Insert(-979.98,Value25594)
Insert(-596.24,Value25595)
Insert(-829.04,Value25596)
Insert(-886.11,Value25597)
Insert(472.41,Value25598)
Insert(1463.44,Value25599)
Insert(356.06,Value25600)
Insert(-1144.11,Value25601)
Insert(-714.29,Value25602)
Insert(-336.88,Value25603)
Insert(946.23,Value25604)
Insert(313.38,Value25605)
Insert(1300.67,Value25606)
Insert(-802.21,Value25607)
Insert(-197.69,Value25608)
Insert(1114.09,Value25609)
Insert(702.41,Value25610)
Insert(-1291.92,Value25611)
Insert(1112.28,Value25612)
Insert(-229.98,Value25613)
Insert(-909.72,Value25614)
Insert(582.24,Value25615)
Insert(-1276.19,Value25616)
Insert(-598.94,Value25617)
Insert(-360.25,Value25618)
Insert(869.34,Value25619)
Insert(941.83,Value25620)
Insert(307.2,Value25621)
Insert(-1034.65,Value25622)
Insert(672.95,Value25623)
Insert(550.49,Value25624)
Insert(603.5,Value25625)
Insert(-1063.44,Value25626)
Insert(416.85,Value25627)
Insert(132.99,Value25628)
Insert(-1008.04,Value25629)
Insert(-1076.52,Value25630)
Insert(-1173.65,Value25631)
Insert(721.29,Value25632)
Insert(1239.01,Value25633)
Insert(0.02,Value25634)
Insert(552.35,Value25635)
Insert(-843.11,Value25636)
Insert(-45.13,Value25637)
Insert(-1390.77,Value25638)
Insert(-184.93,Value25639)
Insert(1277.31,Value25640)
Insert(-229.21,Value25641)
Insert(-1434.06,Value25642)
Insert(961.3,Value25643)
Insert(-1218.14,Value25644)
Insert(-693.12,Value25645)
Insert(-1171.29,Value25646)
Insert(1361.35,Value25647)
Insert(-758.93,Value25648)
Insert(-1068.31,Value25649)
Insert(-731.93,Value25650)
Insert(825.43,Value25651)
Insert(-125.46,Value25652)
Insert(-810.91,Value25653)
Insert(-1391.07,Value25654)
Insert(583.4,Value25655)
Insert(-1475.71,Value25656)
Insert(360.04,Value25657)
Insert(-1016.52,Value25658)
Insert(630.64,Value25659)
Insert(-1359.99,Value25660)
Insert(-1377.15,Value25661)
Insert(-1367.86,Value25662)
Insert(930.04,Value25663)
Insert(-1093.64,Value25664)
Insert(-823.88,Value25665)
Insert(-248.99,Value25666)
Insert(110.86,Value25667)
Insert(1357.2,Value25668)
Insert(526.01,Value25669)
Insert(-655.8,Value25670)
Insert(-1078.13,Value25671)
Insert(743.37,Value25672)
Insert(1030.81,Value25673)
Insert(-1298.61,Value25674)
Insert(969.07,Value25675)
Insert(-708.21,Value25676)
Insert(770.06,Value25677)
Insert(1476.78,Value25678)
Insert(-1452.15,Value25679)
Insert(-184.82,Value25680)
Insert(-1380.19,Value25681)
Insert(1051.07,Value25682)
Insert(-444.86,Value25683)
Insert(-1407.36,Value25684)
Insert(-882.42,Value25685)
Insert(-381.23,Value25686)
Insert(-124.6,Value25687)
Insert(1487.83,Value25688)
Insert(1418.15,Value25689)
Insert(8.84,Value25690)
Insert(553.75,Value25691)
Insert(-986.24,Value25692)
Insert(82.62,Value25693)
Insert(1255.49,Value25694)
Insert(1269.78,Value25695)
Insert(-1321.33,Value25696)
Insert(1232.07,Value25697)
Insert(870.03,Value25698)
Insert(-939.53,Value25699)
Insert(1059.45,Value25700)
Insert(-78.26,Value25701)
Insert(-146.98,Value25702)
Insert(-1424.51,Value25703)
Insert(-1181.01,Value25704)
Insert(-952.98,Value25705)
Insert(639.64,Value25706)
Insert(-1030.46,Value25707)
Insert(-684.62,Value25708)
Insert(700.35,Value25709)
Insert(-614.17,Value25710)
Insert(-6.63,Value25711)
Insert(-1038.57,Value25712)
Insert(-1039.75,Value25713)
Insert(351.73,Value25714)
Insert(981.05,Value25715)
Insert(-1253.55,Value25716)
Insert(-460.44,Value25717)
Insert(1247.74,Value25718)
Insert(655.53,Value25719)
Insert(-6.53,Value25720)
Insert(-1442.98,Value25721)
Insert(-258.57,Value25722)
Insert(490.43,Value25723)
Insert(1095.6,Value25724)
Insert(119.92,Value25725)
Insert(1011.62,Value25726)
Insert(970.18,Value25727)
Insert(699.78,Value25728)
Insert(-1046.46,Value25729)
Insert(1273.35,Value25730)
Insert(-809.99,Value25731)
Insert(-1068.47,Value25732)
Insert(-178.75,Value25733)
Insert(531.31,Value25734)
Insert(-773.25,Value25735)
Insert(421.72,Value25736)
Insert(706.01,Value25737)
Insert(-48.55,Value25738)
Insert(-462.96,Value25739)
Insert(-1129.05,Value25740)
Insert(766.34,Value25741)
Insert(-789.46,Value25742)
Insert(800.78,Value25743)
Insert(-391.67,Value25744)
Insert(1214.74,Value25745)
Insert(-1215.61,Value25746)
Insert(-113.03,Value25747)
Insert(-574.29,Value25748)
Insert(-1364.46,Value25749)
Insert(1144.46,Value25750)
Insert(244.23,Value25751)
Insert(250.2,Value25752)
Insert(1369.04,Value25753)
Insert(-1155.91,Value25754)
Insert(483.44,Value25755)
Insert(-971.89,Value25756)
Insert(216.73,Value25757)
Insert(565.85,Value25758)
Insert(1172.13,Value25759)
Insert(635.82,Value25760)
Insert(-648.18,Value25761)
Insert(-971.37,Value25762)
Insert(1365.08,Value25763)
Insert(300.32,Value25764)
Insert(-80.01,Value25765)
Insert(640.17,Value25766)
Insert(-1188.57,Value25767)
Insert(1187.46,Value25768)
Insert(712.34,Value25769)
Insert(316.57,Value25770)
Insert(-1042.83,Value25771)
Insert(330.08,Value25772)
Insert(1190.88,Value25773)
Insert(605.93,Value25774)
Insert(-899.39,Value25775)
Insert(-613.06,Value25776)
Insert(1114.45,Value25777)
Insert(997.84,Value25778)
Insert(-11.4,Value25779)
Insert(-936.79,Value25780)
Insert(1309.38,Value25781)
Insert(-1459.84,Value25782)
Insert(-1491.09,Value25783)
Insert(31.12,Value25784)
Insert(-1270.29,Value25785)
Insert(18.52,Value25786)
Insert(550.7,Value25787)
Insert(-633.67,Value25788)
Insert(1348.95,Value25789)
Insert(805.2,Value25790)
Insert(1338.37,Value25791)
Insert(1275.43,Value25792)
Insert(1282.35,Value25793)
Insert(-1112.4,Value25794)
Insert(573.1,Value25795)
Insert(-116.55,Value25796)
Insert(-1211.45,Value25797)
Insert(-289.71,Value25798)
Insert(1367.66,Value25799)
Insert(-1156.21,Value25800)
Insert(-226.48,Value25801)
Insert(291.61,Value25802)
Insert(-887.66,Value25803)
Insert(-1287.2,Value25804)
Insert(378.68,Value25805)
Insert(1232.83,Value25806)
Insert(-803.97,Value25807)
Insert(185.55,Value25808)
Insert(-1089.48,Value25809)
Insert(1425.72,Value25810)
Insert(-249.87,Value25811)
Insert(308.32,Value25812)
Insert(-886.81,Value25813)
Insert(-1077.83,Value25814)
Insert(-1192.11,Value25815)
Insert(855.26,Value25816)
Insert(402.75,Value25817)
Insert(-568.17,Value25818)
Insert(-107.88,Value25819)
Insert(1485.9,Value25820)
Insert(1119.62,Value25821)
Insert(845.12,Value25822)
Insert(-1053.4,Value25823)
Insert(711.05,Value25824)
Insert(1026.79,Value25825)
Insert(1239.54,Value25826)
Insert(288.51,Value25827)
Insert(1259.08,Value25828)
Insert(-788.32,Value25829)
Insert(-1077.61,Value25830)
Insert(308.0,Value25831)
Insert(-954.54,Value25832)
Insert(597.57,Value25833)
Insert(1487.0,Value25834)
Insert(1037.29,Value25835)
Insert(-446.71,Value25836)
Insert(-1265.76,Value25837)
Insert(594.11,Value25838)
Insert(-664.31,Value25839)
Insert(-942.87,Value25840)
Insert(-1414.29,Value25841)
Insert(-804.8,Value25842)
Insert(-1254.6,Value25843)
Insert(869.12,Value25844)
Insert(695.63,Value25845)
Insert(-493.79,Value25846)
Insert(123.73,Value25847)
Insert(1467.82,Value25848)
Insert(-270.78,Value25849)
Insert(459.87,Value25850)
Insert(-492.85,Value25851)
Insert(742.62,Value25852)
Insert(-310.28,Value25853)
Insert(321.13,Value25854)
Insert(-1479.17,Value25855)
Insert(549.39,Value25856)
Insert(-1382.08,Value25857)
Insert(483.93,Value25858)
Insert(-1481.75,Value25859)
Insert(73.13,Value25860)
Insert(-578.98,Value25861)
Insert(-929.42,Value25862)
Insert(-18.03,Value25863)
Insert(-1378.88,Value25864)
Insert(1297.32,Value25865)
Insert(784.56,Value25866)
Insert(220.82,Value25867)
Insert(-180.62,Value25868)
Insert(15.34,Value25869)
Insert(1400.05,Value25870)
Insert(-5.15,Value25871)
Insert(1042.48,Value25872)
Insert(-1240.35,Value25873)
Insert(-74.97,Value25874)
Insert(-766.87,Value25875)
Insert(125.65,Value25876)
Insert(-522.87,Value25877)
Insert(1066.44,Value25878)
Insert(390.31,Value25879)
Insert(-594.46,Value25880)
Insert(-924.56,Value25881)
Insert(1242.28,Value25882)
Insert(753.02,Value25883)
Insert(-1426.92,Value25884)
Insert(-1013.91,Value25885)
Insert(-248.87,Value25886)
Insert(22.44,Value25887)
Insert(-165.76,Value25888)
Insert(1391.93,Value25889)
Insert(-127.38,Value25890)
Insert(1325.23,Value25891)
Insert(-1192.89,Value25892)
Insert(-413.59,Value25893)
Insert(1463.32,Value25894)
Insert(-910.31,Value25895)
Insert(1163.07,Value25896)
Insert(80.89,Value25897)
Insert(947.29,Value25898)
Insert(763.66,Value25899)
Insert(-386.57,Value25900)
Insert(-1133.04,Value25901)
Insert(1411.49,Value25902)
Insert(740.64,Value25903)
Insert(-1054.39,Value25904)
Insert(-996.64,Value25905)
Insert(186.43,Value25906)
Insert(-741.25,Value25907)
Insert(677.92,Value25908)
Insert(-890.37,Value25909)
Insert(432.22,Value25910)
Insert(1115.6,Value25911)
Insert(1282.94,Value25912)
Insert(1017.6,Value25913)
Insert(-1289.77,Value25914)
Insert(-1472.45,Value25915)
Insert(-78.47,Value25916)
Insert(-203.32,Value25917)
