Insert(-41.41,Value0)
Insert(934.86,Value2022)
Insert(-103.22,Value2023)
Insert(1164.62,Value2024)
Insert(-757.05,Value2025)
Insert(699.49,Value2026)
Insert(736.38,Value2027)
Insert(730.94,Value2028)
Insert(-301.45,Value2029)
Insert(697.7,Value2030)
Insert(598.08,Value2031)
Insert(791.51,Value2032)
Insert(385.94,Value2033)
Insert(-499.94,Value2034)
Insert(473.43,Value2035)
Insert(-303.54,Value2036)
Insert(-1138.73,Value2037)
Insert(111.08,Value2038)
Insert(1106.5,Value2039)
Insert(153.67,Value2040)
Insert(-1113.21,Value2041)
Insert(-210.42,Value2042)
Insert(46.86,Value2043)
Insert(932.45,Value2044)
Insert(725.02,Value2045)
Insert(-1265.22,Value2046)
Insert(542.87,Value2047)
Insert(-1469.82,Value2048)
Insert(-905.79,Value2049)
Insert(-660.02,Value2050)
Insert(68.12,Value2051)
Insert(-1365.27,Value2052)
Insert(1172.74,Value2053)
Insert(1125.0,Value2054)
Insert(-928.52,Value2055)
Insert(113.91,Value2056)
Insert(395.28,Value2057)
Insert(-1073.55,Value2058)
Insert(-858.3,Value2059)
Insert(-1042.84,Value2060)
Insert(1358.9,Value2061)
Insert(1036.61,Value2062)
Insert(322.97,Value2063)
Insert(-673.18,Value2064)
Insert(-1320.79,Value2065)
Insert(106.49,Value2066)
Insert(903.24,Value2067)
Insert(1413.5,Value2068)
Insert(925.38,Value2069)
Insert(1199.4,Value2070)
Insert(-1436.26,Value2071)
Insert(149.66,Value2072)
Insert(1259.37,Value2073)
Insert(920.43,Value2074)
Insert(-1203.95,Value2075)
Insert(45.8,Value2076)
Insert(833.32,Value2077)
Insert(-749.46,Value2078)
Insert(43.96,Value2079)
Insert(-192.92,Value2080)
Insert(702.32,Value2081)
Insert(-1166.21,Value2082)
Insert(-1230.9,Value2083)
Insert(-1021.19,Value2084)
Insert(720.76,Value2085)
Insert(-424.12,Value2086)
Insert(1385.36,Value2087)
Insert(885.2,Value2088)
Insert(-579.91,Value2089)
Insert(-1227.32,Value2090)
Insert(-230.38,Value2091)
Insert(1170.22,Value2092)
Insert(-191.77,Value2093)
Insert(901.71,Value2094)
Insert(235.06,Value2095)
Insert(-66.8,Value2096)
Insert(81.56,Value2097)
Insert(1461.17,Value2098)
Insert(1043.61,Value2099)
Insert(-503.48,Value2100)
Insert(443.99,Value2101)
Insert(-1498.66,Value2102)
Insert(668.21,Value2103)
Insert(1212.05,Value2104)
Insert(1423.37,Value2105)
Insert(1250.09,Value2106)
Insert(-1135.1,Value2107)
Insert(435.82,Value2108)
Insert(643.5,Value2109)
Insert(90.32,Value2110)
Insert(-1180.33,Value2111)
Insert(-1003.37,Value2112)
Insert(1197.41,Value2113)
Insert(-1360.82,Value2114)
Insert(429.04,Value2115)
Insert(1414.7,Value2116)
Insert(-78.66,Value2117)
Insert(96.23,Value2118)
Insert(860.73,Value2119)
Insert(48.49,Value2120)
Insert(-540.63,Value2121)
Insert(-364.3,Value2122)
Insert(792.12,Value2123)
Insert(-1384.07,Value2124)
Insert(214.03,Value2125)
Insert(1002.89,Value2126)
Insert(-236.65,Value2127)
Insert(-97.76,Value2128)
Insert(-34.25,Value2129)
Insert(105.68,Value2130)
Insert(-376.01,Value2131)
Insert(1011.45,Value2132)
Insert(-1445.61,Value2133)
Insert(571.9,Value2134)
Insert(-1408.24,Value2135)
Insert(-1490.51,Value2136)
Insert(1246.69,Value2137)
Insert(550.12,Value2138)
Insert(1398.51,Value2139)
Insert(-883.27,Value2140)
Insert(-282.16,Value2141)
Insert(934.6,Value2142)
Insert(-121.23,Value2143)
Insert(618.04,Value2144)
Insert(-693.67,Value2145)
Insert(274.31,Value2146)
Insert(1043.76,Value2147)
Insert(-1105.78,Value2148)
Insert(668.66,Value2149)
Insert(542.63,Value2150)
Insert(-300.02,Value2151)
Insert(-1100.4,Value2152)
Insert(1361.09,Value2153)
Insert(-1027.41,Value2154)
Insert(-221.27,Value2155)
Insert(353.33,Value2156)
Insert(854.68,Value2157)
Insert(1024.29,Value2158)
Insert(843.64,Value2159)
Insert(609.51,Value2160)
Insert(1144.38,Value2161)
Insert(544.38,Value2162)
Insert(996.75,Value2163)
Insert(-836.8,Value2164)
Insert(898.28,Value2165)
Insert(-997.02,Value2166)
Insert(1050.0,Value2167)
Insert(1496.92,Value2168)
Insert(-1145.57,Value2169)
Insert(-555.2,Value2170)
Insert(-1238.43,Value2171)
Insert(906.25,Value2172)
Insert(873.52,Value2173)
Insert(-11.05,Value2174)
Insert(779.18,Value2175)
Insert(632.42,Value2176)
Insert(-982.61,Value2177)
Insert(1194.44,Value2178)
Insert(-562.67,Value2179)
Insert(1155.31,Value2180)
Insert(1310.13,Value2181)
Insert(-1409.47,Value2182)
Insert(-986.5,Value2183)
Insert(672.17,Value2184)
Insert(-1369.53,Value2185)
Insert(-1268.88,Value2186)
Insert(-1226.87,Value2187)
Insert(-1294.73,Value2188)
Insert(-75.98,Value2189)
Insert(-941.21,Value2190)
Insert(378.93,Value2191)
Insert(-232.64,Value2192)
Insert(1127.64,Value2193)
Insert(-417.68,Value2194)
Insert(-664.38,Value2195)
Insert(-1297.14,Value2196)
Insert(994.47,Value2197)
Insert(696.87,Value2198)
Insert(-973.28,Value2199)
Insert(-864.79,Value2200)
Insert(-1451.17,Value2201)
Insert(-956.38,Value2202)
Insert(140.78,Value2203)
Insert(493.63,Value2204)
Insert(-951.02,Value2205)
Insert(-80.14,Value2206)
Insert(177.89,Value2207)
Insert(-1202.78,Value2208)
Insert(-1093.16,Value2209)
Insert(1291.42,Value2210)
Insert(183.65,Value2211)
Insert(-281.17,Value2212)
Insert(-889.14,Value2213)
Insert(909.95,Value2214)
Insert(868.3,Value2215)
Insert(104.84,Value2216)
Insert(1403.81,Value2217)
Insert(1134.26,Value2218)
Insert(471.4,Value2219)
Insert(-1361.07,Value2220)
Insert(52.18,Value2221)
Insert(-724.47,Value2222)
Insert(-867.95,Value2223)
Insert(290.35,Value2224)
Insert(1290.0,Value2225)
Insert(572.33,Value2226)
Insert(31.4,Value2227)
Insert(-1225.34,Value2228)
Insert(-1413.84,Value2229)
Insert(1474.7,Value2230)
Insert(-797.1,Value2231)
Insert(-1394.0,Value2232)
Insert(1165.33,Value2233)
Insert(449.54,Value2234)
Insert(-879.13,Value2235)
Insert(-1350.4,Value2236)
Insert(378.09,Value2237)
Insert(-1414.14,Value2238)
Insert(-1069.22,Value2239)
Insert(-1401.58,Value2240)
Insert(911.92,Value2241)
Insert(1308.75,Value2242)
Insert(-621.68,Value2243)
Insert(835.49,Value2244)
Insert(1494.41,Value2245)
Insert(-1494.29,Value2246)
Insert(1434.47,Value2247)
Insert(-1138.57,Value2248)
Insert(-1082.42,Value2249)
Insert(1006.81,Value2250)
Insert(189.33,Value2251)
Insert(-831.37,Value2252)
Insert(867.24,Value2253)
Insert(-550.47,Value2254)
Insert(-461.66,Value2255)
Insert(1495.61,Value2256)
Insert(298.68,Value2257)
Insert(-990.27,Value2258)
Insert(-353.09,Value2259)
Insert(-1222.7,Value2260)
Insert(-1434.0,Value2261)
Insert(-717.54,Value2262)
Insert(310.76,Value2263)
Insert(151.99,Value2264)
Insert(-670.41,Value2265)
Insert(952.1,Value2266)
Insert(-368.72,Value2267)
Insert(-1433.9,Value2268)
Insert(1325.7,Value2269)
Insert(1304.8,Value2270)
Insert(-750.25,Value2271)
Insert(767.44,Value2272)
Insert(1382.63,Value2273)
Insert(-501.21,Value2274)
Insert(-809.55,Value2275)
Insert(-57.8,Value2276)
Insert(-823.49,Value2277)
Insert(615.59,Value2278)
Insert(1283.79,Value2279)
Insert(-325.03,Value2280)
Insert(1175.55,Value2281)
Insert(-547.57,Value2282)
Insert(1283.82,Value2283)
Insert(-1311.98,Value2284)
Insert(-47.15,Value2285)
Insert(-267.67,Value2286)
Insert(-887.95,Value2287)
Insert(362.43,Value2288)
Insert(-590.22,Value2289)
Insert(-1060.29,Value2290)
Insert(-639.03,Value2291)
Insert(-287.12,Value2292)
Insert(761.86,Value2293)
Insert(-1398.48,Value2294)
Insert(317.0,Value2295)
Insert(-1417.13,Value2296)
Insert(-25.5,Value2297)
Insert(-252.28,Value2298)
Insert(-813.09,Value2299)
Insert(-290.81,Value2300)
Insert(-533.97,Value2301)
Insert(1.25,Value2302)
Insert(1263.9,Value2303)
Insert(-123.03,Value2304)
Insert(-591.47,Value2305)
Insert(-1039.38,Value2306)
Insert(-1303.84,Value2307)
Insert(-307.78,Value2308)
Insert(-1084.33,Value2309)
Insert(-927.47,Value2310)
Insert(134.43,Value2311)
Insert(1411.57,Value2312)
Insert(862.58,Value2313)
Insert(1087.09,Value2314)
Insert(1287.62,Value2315)
Insert(-1283.96,Value2316)
Insert(55.21,Value2317)
Insert(-1497.05,Value2318)
Insert(-991.96,Value2319)
Insert(-1172.15,Value2320)
Insert(-568.01,Value2321)
Insert(982.77,Value2322)
Insert(-1140.07,Value2323)
Insert(1383.7,Value2324)
Insert(-812.47,Value2325)
Insert(652.86,Value2326)
Insert(376.85,Value2327)
Insert(-669.52,Value2328)
Insert(-104.69,Value2329)
Insert(-378.5,Value2330)
Insert(100.11,Value2331)
Insert(-1231.64,Value2332)
Insert(-118.25,Value2333)
Insert(111.85,Value2334)
Insert(1120.1,Value2335)
Insert(-693.25,Value2336)
Insert(-536.06,Value2337)
Insert(1231.46,Value2338)
Insert(791.46,Value2339)
Insert(-949.51,Value2340)
Insert(-1129.23,Value2341)
Insert(-648.47,Value2342)
Insert(905.57,Value2343)
Insert(453.37,Value2344)
Insert(438.32,Value2345)
Insert(-1293.8,Value2346)
Insert(1234.75,Value2347)
Insert(1300.21,Value2348)
Insert(-1351.66,Value2349)
Insert(-860.22,Value2350)
Insert(-975.86,Value2351)
Insert(1361.29,Value2352)
Insert(-1314.85,Value2353)
Insert(-23.54,Value2354)
Insert(757.03,Value2355)
Insert(-945.17,Value2356)
Insert(-662.29,Value2357)
Insert(-1170.71,Value2358)
Insert(-512.59,Value2359)
Insert(509.98,Value2360)
Insert(92.96,Value2361)
Insert(147.31,Value2362)
Insert(-915.09,Value2363)
Insert(371.25,Value2364)
Insert(-531.55,Value2365)
Insert(861.89,Value2366)
Insert(-1144.13,Value2367)
Insert(84.02,Value2368)
Insert(908.18,Value2369)
Insert(-287.68,Value2370)
Insert(298.59,Value2371)
Insert(900.97,Value2372)
Insert(-281.61,Value2373)
Insert(-1493.66,Value2374)
Insert(-1382.41,Value2375)
Insert(-1461.51,Value2376)
Insert(614.6,Value2377)
Insert(1274.34,Value2378)
Insert(-1164.59,Value2379)
Insert(399.28,Value2380)
Insert(646.62,Value2381)
Insert(-1205.81,Value2382)
Insert(643.68,Value2383)
Insert(-1307.46,Value2384)
Insert(444.87,Value2385)
Insert(579.74,Value2386)
Insert(1435.96,Value2387)
Insert(-1252.28,Value2388)
Insert(-1269.76,Value2389)
Insert(-1239.68,Value2390)
Insert(-1006.73,Value2391)
Insert(-963.53,Value2392)
Insert(-492.97,Value2393)
Insert(-1157.86,Value2394)
Insert(-260.07,Value2395)
Insert(445.56,Value2396)
Insert(1235.63,Value2397)
Insert(-1236.04,Value2398)
Insert(-405.69,Value2399)
Insert(-1456.58,Value2400)
Insert(-694.09,Value2401)
Insert(1424.64,Value2402)
Insert(-1331.97,Value2403)
Insert(46.78,Value2404)
Insert(-493.63,Value2405)
Insert(-127.8,Value2406)
Insert(906.49,Value2407)
Insert(1019.98,Value2408)
Insert(-815.74,Value2409)
Insert(1415.79,Value2410)
Insert(3.58,Value2411)
Insert(-780.64,Value2412)
Insert(1431.25,Value2413)
Insert(622.24,Value2414)
Insert(-1095.93,Value2415)
Insert(-1342.61,Value2416)
Insert(-1220.36,Value2417)
Insert(-34.53,Value2418)
Insert(684.25,Value2419)
Insert(-447.35,Value2420)
Insert(1410.99,Value2421)
Insert(834.33,Value2422)
Insert(442.86,Value2423)
Insert(722.2,Value2424)
Insert(53.13,Value2425)
Insert(81.93,Value2426)
Insert(-1163.77,Value2427)
Insert(1008.17,Value2428)
Insert(884.21,Value2429)
Insert(555.93,Value2430)
Insert(-835.14,Value2431)
Insert(-164.89,Value2432)
Insert(724.71,Value2433)
Insert(-831.6,Value2434)
Insert(-1379.35,Value2435)
Insert(-984.58,Value2436)
Insert(-617.33,Value2437)
Insert(210.36,Value2438)
Insert(329.02,Value2439)
Insert(-614.37,Value2440)
Insert(-715.2,Value2441)
Insert(-1158.39,Value2442)
Insert(1122.46,Value2443)
Insert(-1455.81,Value2444)
Insert(619.06,Value2445)
Insert(-1074.91,Value2446)
Insert(-1359.38,Value2447)
Insert(551.85,Value2448)
Insert(-1388.9,Value2449)
Insert(1012.32,Value2450)
Insert(691.9,Value2451)
Insert(695.89,Value2452)
Insert(-990.92,Value2453)
Insert(-1072.55,Value2454)
Insert(-578.1,Value2455)
Insert(-571.72,Value2456)
Insert(-1372.55,Value2457)
Insert(-1273.39,Value2458)
Insert(912.09,Value2459)
Insert(-279.6,Value2460)
Insert(50.87,Value2461)
Insert(-1305.28,Value2462)
Insert(-483.38,Value2463)
Insert(-1233.28,Value2464)
Insert(1462.93,Value2465)
Insert(1227.86,Value2466)
Insert(-1397.75,Value2467)
Insert(630.91,Value2468)
Insert(-1155.52,Value2469)
Insert(-244.2,Value2470)
Insert(-918.91,Value2471)
Insert(898.35,Value2472)
Insert(127.2,Value2473)
Insert(-1031.74,Value2474)
Insert(213.66,Value2475)
Insert(271.37,Value2476)
Insert(-381.96,Value2477)
Insert(-625.92,Value2478)
Insert(1408.34,Value2479)
Insert(-1396.94,Value2480)
Insert(99.22,Value2481)
Insert(729.39,Value2482)
Insert(-726.01,Value2483)
Insert(-197.31,Value2484)
Insert(-952.31,Value2485)
Insert(1205.29,Value2486)
Insert(285.6,Value2487)
Insert(1249.6,Value2488)
Insert(-421.37,Value2489)
Insert(-724.2,Value2490)
Insert(801.04,Value2491)
Insert(1493.82,Value2492)
Insert(-361.07,Value2493)
Insert(-298.66,Value2494)
Insert(805.36,Value2495)
Insert(-986.08,Value2496)
Insert(-414.47,Value2497)
Insert(-1221.65,Value2498)
Insert(-235.24,Value2499)
Insert(1113.32,Value2500)
Insert(-591.82,Value2501)
Insert(125.86,Value2502)
Insert(-1089.49,Value2503)
Insert(372.48,Value2504)
Insert(-812.56,Value2505)
Insert(275.41,Value2506)
Insert(-117.84,Value2507)
Insert(1257.72,Value2508)
Insert(572.02,Value2509)
Insert(-625.85,Value2510)
Insert(1075.25,Value2511)
Insert(-1110.45,Value2512)
Insert(-95.09,Value2513)
Insert(933.21,Value2514)
Insert(-1373.42,Value2515)
Insert(-1140.66,Value2516)
Insert(929.76,Value2517)
Insert(-1362.88,Value2518)
Insert(419.11,Value2519)
Insert(571.05,Value2520)
Insert(126.81,Value2521)
Insert(-807.07,Value2522)
Insert(1000.66,Value2523)
Insert(799.57,Value2524)
Insert(1470.53,Value2525)
Insert(-1096.78,Value2526)
Insert(-1304.6,Value2527)
Insert(981.65,Value2528)
Insert(-883.92,Value2529)
Insert(-118.33,Value2530)
Insert(321.28,Value2531)
Insert(-249.79,Value2532)
Insert(-1493.58,Value2533)
Insert(734.19,Value2534)
Insert(411.7,Value2535)
Insert(-1430.57,Value2536)
Insert(-113.3,Value2537)
Insert(-198.54,Value2538)
Insert(-1006.68,Value2539)
Insert(458.59,Value2540)
Insert(1054.7,Value2541)
Insert(1254.29,Value2542)
Insert(1431.1,Value2543)
Insert(-1265.97,Value2544)
Insert(1108.2,Value2545)
Insert(1363.71,Value2546)
Insert(-1382.62,Value2547)
Insert(15.15,Value2548)
Insert(-1311.03,Value2549)
Insert(1135.86,Value2550)
Insert(-1474.06,Value2551)
Insert(394.98,Value2552)
Insert(-427.15,Value2553)
Insert(-816.2,Value2554)
Insert(-590.69,Value2555)
Insert(699.14,Value2556)
Insert(-613.49,Value2557)
Insert(-1314.56,Value2558)
Insert(128.54,Value2559)
Insert(-428.44,Value2560)
Insert(1197.97,Value2561)
Insert(494.17,Value2562)
Insert(1307.14,Value2563)
Insert(-594.03,Value2564)
Insert(1064.44,Value2565)
Insert(-373.46,Value2566)
Insert(1164.56,Value2567)
Insert(1338.72,Value2568)
Insert(1274.43,Value2569)
Insert(1001.11,Value2570)
Insert(1181.35,Value2571)
Insert(-1439.68,Value2572)
Insert(59.98,Value2573)
Insert(-1134.0,Value2574)
Insert(-19.47,Value2575)
Insert(494.06,Value2576)
Insert(666.07,Value2577)
Insert(788.81,Value2578)
Insert(-388.95,Value2579)
Insert(-1308.55,Value2580)
Insert(137.89,Value2581)
Insert(-353.71,Value2582)
Insert(-706.27,Value2583)
Insert(-1185.61,Value2584)
Insert(-475.44,Value2585)
Insert(-262.87,Value2586)
Insert(-1263.69,Value2587)
Insert(311.13,Value2588)
Insert(809.62,Value2589)
Insert(979.76,Value2590)
Insert(-258.46,Value2591)
Insert(-989.83,Value2592)
Insert(1347.8,Value2593)
Insert(-390.43,Value2594)
Insert(-973.61,Value2595)
Insert(-51.55,Value2596)
Insert(-323.12,Value2597)
Insert(-1165.07,Value2598)
Insert(-623.18,Value2599)
Insert(-1418.44,Value2600)
Insert(-348.29,Value2601)
Insert(-299.22,Value2602)
Insert(1457.32,Value2603)
Insert(-711.7,Value2604)
Insert(-600.74,Value2605)
Insert(-473.55,Value2606)
Insert(-708.35,Value2607)
Insert(-139.96,Value2608)
Insert(-1432.48,Value2609)
Insert(1464.99,Value2610)
Insert(729.0,Value2611)
Insert(-336.98,Value2612)
Insert(-861.65,Value2613)
Insert(-262.41,Value2614)
Insert(551.95,Value2615)
Insert(-1160.58,Value2616)
Insert(927.45,Value2617)
Insert(-140.63,Value2618)
Insert(747.44,Value2619)
Insert(911.39,Value2620)
Insert(1250.43,Value2621)
Insert(459.71,Value2622)
Insert(161.81,Value2623)
Insert(-1259.95,Value2624)
Insert(-827.02,Value2625)
Insert(288.58,Value2626)
Insert(-1110.44,Value2627)
Insert(1063.42,Value2628)
Insert(-225.41,Value2629)
Insert(1342.73,Value2630)
Insert(-54.54,Value2631)
Insert(822.59,Value2632)
Insert(-1274.75,Value2633)
Insert(-299.42,Value2634)
Insert(1108.73,Value2635)
Insert(1190.49,Value2636)
Insert(-421.73,Value2637)
Insert(-1324.73,Value2638)
Insert(-69.93,Value2639)
Insert(-1389.02,Value2640)
Insert(950.62,Value2641)
Insert(-571.38,Value2642)
Insert(-1239.16,Value2643)
Insert(1104.27,Value2644)
Insert(1476.63,Value2645)
Insert(531.16,Value2646)
Insert(1120.68,Value2647)
Insert(128.76,Value2648)
Insert(-599.59,Value2649)
Insert(-455.09,Value2650)
Insert(-1276.88,Value2651)
Insert(223.68,Value2652)
Insert(-718.72,Value2653)
Insert(-173.24,Value2654)
Insert(1055.98,Value2655)
Insert(-78.86,Value2656)
Insert(664.45,Value2657)
Insert(760.22,Value2658)
Insert(-43.71,Value2659)
Insert(-1129.85,Value2660)
Insert(-1390.08,Value2661)
Insert(918.52,Value2662)
Insert(-245.26,Value2663)
Insert(-1499.09,Value2664)
Insert(-518.08,Value2665)
Insert(-612.43,Value2666)
Insert(-384.05,Value2667)
Insert(1463.12,Value2668)
Insert(167.2,Value2669)
Insert(-478.64,Value2670)
Insert(-756.05,Value2671)
Insert(828.16,Value2672)
Insert(-1399.23,Value2673)
Insert(439.9,Value2674)
Insert(1189.55,Value2675)
Insert(-722.66,Value2676)
Insert(286.47,Value2677)
Insert(165.29,Value2678)
Insert(-1414.16,Value2679)
Insert(-678.58,Value2680)
Insert(808.84,Value2681)
Insert(-1261.22,Value2682)
Insert(-488.34,Value2683)
Insert(168.25,Value2684)
Insert(489.43,Value2685)
Insert(-195.19,Value2686)
Insert(658.24,Value2687)
Insert(-1152.19,Value2688)
Insert(-360.38,Value2689)
Insert(-475.5,Value2690)
Insert(232.22,Value2691)
Insert(59.27,Value2692)
Insert(442.63,Value2693)
Insert(163.8,Value2694)
Insert(-84.61,Value2695)
Insert(-147.61,Value2696)
Insert(-312.44,Value2697)
Insert(-630.99,Value2698)
Insert(1218.49,Value2699)
Insert(-1100.04,Value2700)
Insert(-623.56,Value2701)
Insert(114.57,Value2702)
Insert(-912.9,Value2703)
Insert(-519.69,Value2704)
Insert(-1492.04,Value2705)
Insert(-287.41,Value2706)
Insert(938.22,Value2707)
Insert(130.58,Value2708)
Insert(162.5,Value2709)
Insert(1057.67,Value2710)
Insert(-808.38,Value2711)
Insert(1403.59,Value2712)
Insert(-1172.91,Value2713)
Insert(806.49,Value2714)
Insert(768.0,Value2715)
Insert(1120.39,Value2716)
Insert(215.03,Value2717)
Insert(495.78,Value2718)
Insert(-56.72,Value2719)
Insert(-194.57,Value2720)
Insert(-1039.18,Value2721)
Insert(781.8,Value2722)
Insert(96.04,Value2723)
Insert(-545.99,Value2724)
Insert(-891.52,Value2725)
Insert(-1009.34,Value2726)
Insert(626.13,Value2727)
Insert(-639.51,Value2728)
Insert(-372.23,Value2729)
Insert(865.06,Value2730)
Insert(-506.78,Value2731)
Insert(515.61,Value2732)
Insert(-1484.98,Value2733)
Insert(1354.38,Value2734)
Insert(-1074.28,Value2735)
Insert(-1091.38,Value2736)
Insert(436.95,Value2737)
Insert(211.5,Value2738)
Insert(-287.1,Value2739)
Insert(-943.31,Value2740)
Insert(518.71,Value2741)
Insert(167.39,Value2742)
Insert(149.63,Value2743)
Insert(-666.12,Value2744)
Insert(-205.08,Value2745)
Insert(194.95,Value2746)
Insert(-1357.56,Value2747)
Insert(646.62,Value2748)
Insert(1180.16,Value2749)
Insert(356.02,Value2750)
Insert(1137.41,Value2751)
Insert(-424.15,Value2752)
Insert(-1132.55,Value2753)
Insert(-487.38,Value2754)
Insert(1420.22,Value2755)
Insert(809.46,Value2756)
Insert(1072.53,Value2757)
Insert(-244.12,Value2758)
Insert(-1040.57,Value2759)
Insert(970.68,Value2760)
Insert(863.95,Value2761)
Insert(1177.49,Value2762)
Insert(-816.68,Value2763)
Insert(-1080.68,Value2764)
Insert(239.76,Value2765)
Insert(136.66,Value2766)
Insert(664.26,Value2767)
Insert(-469.04,Value2768)
Insert(689.17,Value2769)
Insert(-477.04,Value2770)
Insert(-592.1,Value2771)
Insert(-850.06,Value2772)
Insert(214.22,Value2773)
Insert(894.49,Value2774)
Insert(263.44,Value2775)
Insert(-890.98,Value2776)
Insert(626.41,Value2777)
Insert(1227.53,Value2778)
Insert(49.19,Value2779)
Insert(684.61,Value2780)
Insert(-1495.43,Value2781)
Insert(773.93,Value2782)
Insert(-1432.18,Value2783)
Insert(512.63,Value2784)
Insert(327.04,Value2785)
Insert(973.29,Value2786)
Insert(321.43,Value2787)
Insert(-1013.2,Value2788)
Insert(511.21,Value2789)
Insert(1130.37,Value2790)
Insert(1361.17,Value2791)
Insert(-658.57,Value2792)
Insert(-859.23,Value2793)
Insert(103.8,Value2794)
Insert(1388.48,Value2795)
Insert(954.74,Value2796)
Insert(1491.24,Value2797)
Insert(-493.06,Value2798)
Insert(907.26,Value2799)
Insert(-378.07,Value2800)
Insert(-616.31,Value2801)
Insert(-97.42,Value2802)
Insert(13.9,Value2803)
Insert(133.77,Value2804)
Insert(121.26,Value2805)
Insert(387.11,Value2806)
Insert(1107.2,Value2807)
Insert(-520.04,Value2808)
Insert(392.09,Value2809)
Insert(15.83,Value2810)
Insert(-1304.65,Value2811)
Insert(697.69,Value2812)
Insert(752.82,Value2813)
Insert(-908.9,Value2814)
Insert(-952.23,Value2815)
Insert(-202.5,Value2816)
Insert(-662.53,Value2817)
Insert(-1124.37,Value2818)
Insert(-393.92,Value2819)
Insert(124.14,Value2820)
Insert(496.38,Value2821)
Insert(-48.91,Value2822)
Insert(1390.05,Value2823)
Insert(792.67,Value2824)
Insert(462.17,Value2825)
Insert(-141.59,Value2826)
Insert(-1262.1,Value2827)
Insert(532.03,Value2828)
Insert(1445.5,Value2829)
Insert(439.46,Value2830)
Insert(537.32,Value2831)
Insert(-534.71,Value2832)
Insert(983.27,Value2833)
Insert(336.51,Value2834)
Insert(-855.83,Value2835)
Insert(151.58,Value2836)
Insert(-199.05,Value2837)
Insert(1201.78,Value2838)
Insert(-975.0,Value2839)
Insert(-776.88,Value2840)
Insert(1323.77,Value2841)
Insert(-1130.61,Value2842)
Insert(-329.15,Value2843)
Insert(360.53,Value2844)
Insert(-957.51,Value2845)
Insert(-785.7,Value2846)
Insert(-907.37,Value2847)
Insert(153.98,Value2848)
Insert(-248.04,Value2849)
Insert(-592.55,Value2850)
Insert(1296.85,Value2851)
Insert(-84.91,Value2852)
Insert(157.75,Value2853)
Insert(820.76,Value2854)
Insert(156.32,Value2855)
Insert(-596.6,Value2856)
Insert(564.43,Value2857)
Insert(-704.68,Value2858)
Insert(425.82,Value2859)
Insert(725.1,Value2860)
Insert(-694.95,Value2861)
Insert(-297.37,Value2862)
Insert(-1484.45,Value2863)
Insert(-1013.5,Value2864)
Insert(1099.0,Value2865)
Insert(-1396.98,Value2866)
Insert(-250.59,Value2867)
Insert(-1253.6,Value2868)
Insert(806.27,Value2869)
Insert(-982.87,Value2870)
Insert(1061.84,Value2871)
Insert(-1321.34,Value2872)
Insert(-79.6,Value2873)
Insert(-136.42,Value2874)
Insert(-93.58,Value2875)
Insert(595.35,Value2876)
Insert(1450.3,Value2877)
Insert(930.08,Value2878)
Insert(901.61,Value2879)
Insert(272.97,Value2880)
Insert(489.22,Value2881)
Insert(43.42,Value2882)
Insert(-1257.28,Value2883)
Insert(-443.07,Value2884)
Insert(1422.84,Value2885)
Insert(1248.5,Value2886)
Insert(1085.16,Value2887)
Insert(1472.34,Value2888)
Insert(985.57,Value2889)
Insert(343.23,Value2890)
Insert(-862.0,Value2891)
Insert(987.29,Value2892)
Insert(-672.97,Value2893)
Insert(496.95,Value2894)
Insert(1269.35,Value2895)
Insert(-1262.55,Value2896)
Insert(1261.12,Value2897)
Insert(-603.5,Value2898)
Insert(186.32,Value2899)
Insert(-575.51,Value2900)
Insert(-1004.21,Value2901)
Insert(1421.31,Value2902)
Insert(630.15,Value2903)
Insert(-1457.6,Value2904)
Insert(708.54,Value2905)
Insert(-262.42,Value2906)
Insert(-1232.18,Value2907)
Insert(-181.91,Value2908)
Insert(-526.46,Value2909)
Insert(-389.67,Value2910)
Insert(26.78,Value2911)
Insert(-625.36,Value2912)
Insert(1357.52,Value2913)
Insert(-1309.67,Value2914)
Insert(186.89,Value2915)
Insert(-1382.71,Value2916)
Insert(647.65,Value2917)
Insert(-1453.6,Value2918)
Insert(-138.8,Value2919)
Insert(252.7,Value2920)
Insert(503.93,Value2921)
Insert(537.4,Value2922)
Insert(267.97,Value2923)
Insert(851.26,Value2924)
Insert(1330.0,Value2925)
Insert(-79.52,Value2926)
Insert(696.04,Value2927)
Insert(908.57,Value2928)
Insert(-839.71,Value2929)
Insert(770.16,Value2930)
Insert(1365.2,Value2931)
Insert(844.37,Value2932)
Insert(-1291.67,Value2933)
Insert(975.96,Value2934)
Insert(1458.37,Value2935)
Insert(398.72,Value2936)
Insert(-995.39,Value2937)
Insert(382.61,Value2938)
Insert(21.21,Value2939)
Insert(-1411.13,Value2940)
Insert(-479.45,Value2941)
Insert(-108.75,Value2942)
Insert(-1430.93,Value2943)
Insert(-812.64,Value2944)
Insert(1122.12,Value2945)
Insert(1380.78,Value2946)
Insert(-630.45,Value2947)
Insert(1349.17,Value2948)
Insert(521.02,Value2949)
Insert(-754.28,Value2950)
Insert(-144.68,Value2951)
Insert(947.51,Value2952)
Insert(528.15,Value2953)
Insert(1025.79,Value2954)
Insert(1322.18,Value2955)
Insert(412.33,Value2956)
Insert(-594.99,Value2957)
Insert(-1022.64,Value2958)
Insert(305.95,Value2959)
Insert(-1030.29,Value2960)
Insert(-1387.5,Value2961)
Insert(-392.23,Value2962)
